"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","CD8-APC","CD7-APCH7","HLADR-AF700","CD11-PerCPCy55","CD38-BUV395","CD34-BUV563","CD4-BUV661","CD5-BUV737","CD15-BV421","CD3-BV480","Live_Dead Yellow","CD44-BV786","GFP","CD13-PE","CD33-PECF594","CD1a-PECy7","Time"
46440.6,42080.4,111148,8805.75,8424.5,66943.9,-8.32383,2982.1,48.1348,56.9333,8623.83,477.82,33.8195,6463.97,136.044,-44.6574,111.565,469.634,35.5909,-79.444,151.056,420.677,0.169608
47116.2,38452.4,120177,9677.93,8463.54,71605,-76.7581,4238.88,92.3174,68.3445,3140.53,666.588,318.267,1301.02,207.681,189.542,96.5437,702.984,81.7627,316.209,50.2701,43.4293,0.170203
60969.8,52354.3,122007,13777.6,12508.3,77077.5,-30.3651,3042.07,46.0574,86.9658,2523.69,2376.42,248.263,3815.28,151.809,68.2267,74.7352,739.831,54.2421,441.421,142.4,11.2139,0.174425
68226.7,53153.2,129395,16749.1,14171.1,82964.6,15.0751,4441.69,-37.313,142.065,3083.68,1100.97,485.127,13089.9,260.773,106.37,143.904,703.235,73.4891,-149.374,102.492,324.266,0.177355
55745.3,46716.8,121826,16371,14384.7,80273.2,27.8635,5933.74,88.9248,45.0281,1715.38,973.981,271.279,4003.09,347.04,116.556,57.9233,476.692,78.8724,-27.4287,86.348,-76.1933,0.181775
33598.6,29373.6,111173,9957.91,8402.61,74828.7,-111.775,4311.59,64.4717,33.9718,8043.38,606.783,517.397,4451.5,281.949,100.048,183.882,300.089,9.55943,65.7125,16.8786,-29.5841,0.184709
65443.4,51422.5,128897,16115.5,13421.6,82563.4,-79.4725,8343.08,-39.2173,143.364,1039.77,1004.51,553.294,9224.08,318.762,7.01668,88.0773,618.479,52.8299,249.055,182.67,-79.1121,0.184853
71684.5,58588.3,127437,16566.1,14260,82557,11.8829,16436.5,121.439,-120.41,874.166,832.386,415.492,5009.37,124.576,92.3054,108.557,457.954,60.0142,-30.3933,177.721,507.518,0.187364
49083.2,41553.6,120024,12849.5,11505.2,76619,-79.3729,3274.22,4.37711,112.069,1618.85,439.219,191.186,2069.42,56.1879,31.6848,130.095,206.708,34.6569,106.864,75.4632,-53.6501,0.190033
57850.5,46376.7,127077,14628.4,12526.8,79965.3,-1.38786,6339.01,-31.5882,71.0761,4645.17,765.918,378.473,6704.9,143.17,56.6125,149.207,707.288,70.3322,-19.956,96.1121,209.859,0.190697
