"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","CD8-APC","CD7-APCH7","HLADR-AF700","CD11-PerCPCy55","CD38-BUV395","CD34-BUV563","CD4-BUV661","CD5-BUV737","CD15-BV421","CD3-BV480","Live_Dead Yellow","CD44-BV786","GFP","CD13-PE","CD33-PECF594","CD1a-PECy7","Time"
14505.2,13710.7,90276.3,18042.1,17533.6,76409.4,-7.62052,1448.33,6997.39,863.133,381.298,3782.04,454.317,1664.12,1039.16,1313.35,45.6954,2188.69,58.9883,2675.97,1063.15,2030.88,0.170866
15078.8,13985.1,93086,17832.6,16979.1,77096.6,47.9059,1317.33,6515.07,1127.47,320.284,3463.08,6.34449,1545.18,1085.31,974.895,89.9363,1735.42,15.7197,2256.74,670.815,1470.81,0.171934
14343.7,13395.5,90617.8,17084.7,16512.9,75804,-130.68,1341.34,6685.36,1136.23,300.037,3777.63,437.467,1585.44,1003.94,1138.79,157.248,1708.6,60.9512,2284.04,710.87,1542.92,0.179724
14565.5,13832.7,89210,17466.1,17073.2,74510,-33.1586,1500.56,6611.68,1024.38,246.589,2991.97,433.025,1544.35,972.181,1022.74,26.2579,2328.32,65.8112,2399.03,819.124,1885.93,0.182202
14182.5,13497.2,87201.4,17459.9,17043.4,74610.7,-83.2686,1229.61,6946.61,887.57,289.294,3137.7,400.492,1516.8,1039.78,1128.58,32.8706,2102.84,52.3379,2729.62,754.677,2138.81,0.182796
14188,13534.9,89830.7,17531.1,17061.9,76574.1,20.5744,1504.33,8274.95,1027.43,377.489,3007.77,442.311,1819.68,1176.45,1144.87,44.0991,2306.61,48.0942,3038.18,940.207,2360.2,0.183174
14840.8,13925.8,89487.4,18198.3,17610.6,76647.6,-15.4845,1419.2,7386.21,954.061,278.152,3378.7,415.726,1525.13,985.799,1123.19,65.189,2166.45,80.205,2509.81,967.087,2049.57,0.184736
15334.2,14413,89557.6,18364.6,17728.5,76293.1,-59.411,1237.2,7395.2,979.051,355.55,3070.7,308.974,1775.11,897.576,1171.9,81.2922,2272.57,50.0117,2451.02,711.452,1876.46,0.184808
19059.7,15375.8,103087,33660.7,28480.8,90516.9,-192.504,1543.16,10495.7,1584.75,609.714,6989.24,927.142,2598.58,2005.24,2049.96,182.415,2142.78,80.4411,3279.52,865.401,2193.47,0.188129
15669.8,14822.5,89469.1,19275.8,18584.4,77162,-73.3346,1295.66,7323.9,1055.22,412.27,3202.98,429.944,1326.19,1039.5,1228.51,90.8052,2029.14,27.2633,2463.78,863.846,2136.16,0.188744
14779.7,13778.3,90607.3,18145,17477.3,75417.9,-159.802,1695.61,7762.36,1108.82,412.448,3305.11,666.285,1601.29,1069.44,1162.54,91.9686,2067.37,80.3059,2764.49,774.294,1535.99,0.190195
14274.3,13294.6,87514.1,17064.3,16404.3,76029.3,-104.606,1093.06,6362.39,1022.76,292.605,3455.62,507.087,1607.95,998.423,1127.39,-7.11771,1716.91,64.2188,2131.49,607.272,1640.37,0.190669
22318.7,19210.5,103415,25075.6,22130.1,85717.2,-52.2675,1540.76,10419.8,1515,460.488,5447.45,365.13,2579.61,1519.81,1669.39,133.595,2479.78,147.312,3257.8,990.297,2407.02,0.191767
14589.1,13592.5,90478.3,17250.3,16713.2,76203.2,123.634,1385.96,7059.61,1352.53,378.148,3522.93,14.0463,1617.62,1031.71,1190.02,-47.9224,2063.45,73.969,2601.97,709.771,2030.35,0.192117
15252.6,14190,92990.8,18180.1,17368.5,76970.7,-75.1668,1271.4,6419.22,1152.53,375.841,3236.84,587.413,1361.49,805.761,1045.66,-64.7201,1831.98,111.78,2337.41,447.085,1518.96,0.196343
23962.4,21064.8,102821,25156.3,22374.1,86626.9,-91.2767,1807.36,9786.07,1632.06,479.321,4743.25,504.07,2235.21,1565.8,1581.52,158.815,2583.96,60.4295,3074.47,1064.33,2372.19,0.196812
15492.8,14311.8,90360.5,18449.7,17617.8,76569,-38.7868,1293.28,6873.42,1173.7,325.01,3201.59,338.69,1419.63,978.131,1213.39,-37.6225,1783.34,67.3001,2461.25,659.38,1459.98,0.197436
15295.4,14195.5,90908,18032.9,17037.8,78032.2,-10.588,1161.86,6474.87,855.759,308.717,3036.71,546.269,1485.67,816.21,1061.75,124.413,1790,97.49,2056.38,818.699,1492.54,0.201989
