"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","CD8-APC","CD7-APCH7","HLADR-AF700","CD11-PerCPCy55","CD38-BUV395","CD34-BUV563","CD4-BUV661","CD5-BUV737","CD15-BV421","CD3-BV480","Live_Dead Yellow","CD44-BV786","GFP","CD13-PE","CD33-PECF594","CD1a-PECy7","Time"
65422.7,53739.4,130563,13800.8,11674,81959.8,144.963,13878.1,1168.24,1128.8,910.905,-5.41816,-391.407,1121.86,122.796,79.4961,371.977,1944.45,87.9802,260.287,-15.0184,-1958.23,70.9721
59595.3,47233.2,131591,13548.8,10710.1,83817.5,1534.29,17563,1297.75,1214,237.051,120.399,248.649,776.451,267.949,98.7349,125.992,4682.29,79.0899,-56.5057,-28.1487,-1979.88,71.8604
61332.5,50142.9,129375,11369.7,9291.73,80261.9,-8.5819,13705.9,1179.27,1600.46,1049.46,218.066,-318.372,1167.47,212.377,113.927,15.9716,812.375,12.4674,193.768,-191.956,-1912.29,72.4924
59649.6,49027.3,128712,13236.6,10926.8,83815.4,817.797,13652.9,1208.37,1123.18,1551.49,-210.459,-27.2735,395.67,381.881,164.892,43.1135,2655.88,24.3485,169.195,157.909,-945.47,73.4039
62844.3,51444,129024,12620.1,10339.5,80592.1,859.221,11963,630.8,642.85,213.463,386.987,-57.5167,-240.372,159.139,152.236,222.245,3161.62,13.182,178.027,44.3738,-1628.55,73.9182
45411.5,37814.8,124165,8928.36,7548.48,73123.3,76.7218,6365.89,352.819,379.502,1031.04,246.235,-136.466,22.648,249.262,89.7863,89.8293,296.351,43.4836,9.19276,2.13955,-1168.85,73.9314
70924.8,53169.6,139378,17229.7,13517.8,90893.1,-113.751,9460.57,1216.44,1424,289.767,-247.751,-186.315,1246.15,303.016,125.087,108.152,1304.8,52.1351,117.074,-27.759,-1165.63,74.1152
65380.1,51089.7,134206,13773.1,10985.1,83600.4,2240.99,7492.78,555.019,357.178,1446.79,315.823,854.395,80.8844,375.135,12.8747,204.063,1251.03,33.6851,-193.501,61.5695,-810.083,74.2386
55961.8,45971.8,128240,13988.1,11359.5,83103.7,702.584,9716.92,344.574,434.347,528.362,45.3169,-306.076,344.529,216.23,36.0366,41.2641,423.416,30.2913,45.8751,-29.3723,-1386.42,74.5327
62255.3,51807.6,127357,9753.53,8053.47,75720.4,55059.9,10508.9,9231.06,3013.27,524.179,453.776,18533.1,-658.76,164.075,30.5768,125.113,2799.37,24.01,-102.404,116.108,-3908.65,74.6826
